Date,Price,Open,High,Low,Vol.,Change %
10/25/2024,2.2491,2.2183,2.2631,2.2073,64.77K,1.64%
10/24/2024,2.2129,2.2341,2.2688,2.2069,64.80K,-0.82%
10/23/2024,2.2311,2.2417,2.2507,2.2126,52.01K,-0.71%
10/22/2024,2.2471,2.1899,2.256,2.1815,57.23K,2.38%
10/21/2024,2.1948,2.1644,2.203,2.1576,50.17K,1.52%
10/18/2024,2.162,2.2011,2.2174,2.1569,54.25K,-1.94%
10/17/2024,2.2047,2.1902,2.2108,2.1678,47.47K,0.79%
10/16/2024,2.1874,2.2082,2.2145,2.1682,39.77K,-0.57%
10/15/2024,2.1999,2.2294,2.2445,2.1828,53.56K,-3.82%
10/14/2024,2.2873,2.3475,2.3475,2.2344,48.05K,-2.88%
10/11/2024,2.3552,2.3575,2.3739,2.3236,38.33K,-0.27%
10/10/2024,2.3616,2.2926,2.37,2.2894,45.26K,3.26%
10/09/2024,2.287,2.3215,2.3298,2.2526,47.23K,-1.00%
10/08/2024,2.3101,2.409,2.4262,2.283,55.47K,-4.01%
10/07/2024,2.4066,2.3305,2.412,2.3152,53.90K,3.48%
10/04/2024,2.3256,2.315,2.3614,2.3021,64.33K,0.89%
10/03/2024,2.305,2.2167,2.3166,2.1989,57.31K,4.94%
10/02/2024,2.1964,2.212,2.2664,2.1909,45.11K,0.43%
10/01/2024,2.1869,2.165,2.2416,2.1114,66.20K,1.51%
09/30/2024,2.1544,2.167,2.1879,2.1367,60.69K,0.14%
09/27/2024,2.1513,2.1515,2.1731,2.1196,66.76K,-0.07%
09/26/2024,2.1529,2.1769,2.1886,2.1142,66.09K,-1.10%
09/25/2024,2.1769,2.204,2.2107,2.1654,66.64K,-1.01%
09/24/2024,2.1991,2.1745,2.2145,2.1665,69.75K,1.78%
09/23/2024,2.1606,2.1852,2.1992,2.1322,70.22K,-0.59%
09/20/2024,2.1735,2.1848,2.19,2.1623,42.74K,-0.41%
09/19/2024,2.1824,2.1428,2.1946,2.1403,48.34K,1.09%
09/18/2024,2.1588,2.1555,2.1707,2.1179,63.88K,0.42%
